Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
profiling_input/training#66#children#F.conllu	26	451	17.346153846153847	4.549222797927461	0.67	0.575	0.81	0.69	3.3259423503325944	8.425720620842572	7.095343680709535	5.764966740576496	5.099778270509978	10.199556541019955	0	12.86031042128603	0.4434589800443459	10.42128603104213	5.099778270509978	14.412416851441241	2.882483370288248	0	13.747228381374724	0.22172949002217296	0.49222797927461137	1.8867924528301887	37.735849056603776	45.283018867924525	15.09433962264151	0	0	96.875	3.125	51.61290322580645	3.225806451612903	11.290322580645162	33.87096774193548	0	21.875	0	6.25	28.125	0	43.75	0	57.69230769230769	7.6923076923076925	34.61538461538461	4.166666666666667	0	91.66666666666667	4.166666666666667	92.3076923076923	0	0	7.6923076923076925	20.833333333333332	0	12.5	16.666666666666668	0	50.0	2.6153846153846154	96.15384615384616	2.806451612903226	0	11.290322580645162	29.032258064516128	38.70967741935484	11.290322580645162	8.064516129032258	1.6129032258064515	3.9615384615384617	6.632352941176471	7.5	2.636111111111111	23	1.0	6	100.0	0	0	0	50.0	50.0	73.07692307692308	26.923076923076923	0.4434589800443459	0.8869179600886918	2.2172949002217295	5.986696230598669	1.5521064301552105	0.8869179600886918	3.7694013303769403	0.22172949002217296	7.5388026607538805	5.099778270509978	1.7738359201773837	0	6.651884700665189	1.7738359201773837	0	8.869179600886918	1.1086474501108647	0	0	0	1.7738359201773837	0.22172949002217296	0	1.3303769401330376	0	0	0.8869179600886918	2.2172949002217295	3.3259423503325944	1.9955654101995566	5.5432372505543235	0.22172949002217296	0.4434589800443459	4.878048780487805	6.208425720620842	0	1.1086474501108647	14.412416851441241	5.764966740576496	0	0.8869179600886918	50.0	50.0	92.0	8.0	1.1904761904761905	80.95238095238095	19.047619047619047	0	0	0
profiling_input/training#179#children#M.conllu	20	520	26.0	4.466522678185745	0.58	0.485	0.73	0.63	3.269230769230769	12.115384615384615	10.0	6.346153846153846	3.4615384615384617	13.653846153846153	0	15.384615384615385	0.38461538461538464	6.730769230769231	0.9615384615384616	10.961538461538462	3.6538461538461537	0	13.076923076923077	0	0.4794816414686825	1.8518518518518519	18.51851851851852	40.74074074074074	38.888888888888886	6.25	0	87.5	6.25	47.05882352941177	0	20.58823529411765	32.35294117647059	0	6.25	0	6.25	37.5	0	50.0	0	6.0606060606060606	9.090909090909092	84.84848484848484	0	0	93.33333333333333	6.666666666666667	90.9090909090909	0	0	9.090909090909092	6.666666666666667	0	16.666666666666668	23.333333333333332	0	53.333333333333336	3.85	100.0	2.7205882352941178	0	11.940298507462687	37.3134328358209	26.865671641791046	10.447761194029852	13.432835820895523	0	4.8	6.753246753246753	12.4	2.853273137697517	49	1.1428571428571428	14	85.71428571428571	14.285714285714286	0	0	36.36363636363637	63.63636363636363	60.714285714285715	39.285714285714285	0.7692307692307693	1.7307692307692308	3.076923076923077	8.653846153846153	2.5	0.38461538461538464	4.230769230769231	0	9.807692307692308	3.4615384615384617	2.1153846153846154	0.19230769230769232	2.8846153846153846	2.1153846153846154	0.19230769230769232	10.961538461538462	2.3076923076923075	0.38461538461538464	0	0	0.5769230769230769	0	0	1.3461538461538463	0	0	0.19230769230769232	1.1538461538461537	5.576923076923077	3.4615384615384617	5.1923076923076925	0	0.38461538461538464	5.1923076923076925	5.384615384615385	0	0	10.961538461538462	3.8461538461538463	0	0.9615384615384616	29.850746268656717	70.14925373134328	91.48936170212765	8.51063829787234	1.5	68.75	18.75	6.25	6.25	0
profiling_input/training#119#children#F.conllu	53	639	12.056603773584905	3.96028880866426	0.69	0.575	0.79	0.655	4.225352112676056	11.424100156494523	8.92018779342723	4.381846635367762	4.225352112676056	12.363067292644757	0.3129890453834116	14.397496087636933	2.503912363067293	7.511737089201878	1.5649452269170578	13.302034428794991	1.7214397496087637	0	13.145539906103286	0	0.48736462093862815	4.6875	4.6875	21.875	68.75	0	1.8867924528301887	96.22641509433963	1.8867924528301887	63.095238095238095	3.5714285714285716	20.238095238095237	13.095238095238095	0	5.660377358490566	0	5.660377358490566	41.509433962264154	1.8867924528301887	45.283018867924525	0	0	0	100.0	14.285714285714286	0	82.14285714285714	3.5714285714285716	100.0	0	0	0	0	0	21.428571428571427	35.714285714285715	0	42.857142857142854	1.7924528301886793	81.13207547169812	2.357142857142857	3.6144578313253013	19.27710843373494	34.93975903614458	24.096385542168676	14.457831325301205	2.4096385542168677	1.2048192771084338	2.849056603773585	6.726315789473684	5.037735849056604	2.3313373253493013	23	1.1363636363636365	22	95.45454545454545	0	0	4.545454545454546	48.888888888888886	51.111111111111114	65.21739130434783	34.78260869565217	0.4694835680751174	1.408450704225352	2.0344287949921753	7.981220657276995	2.6604068857589986	0.3129890453834116	2.347417840375587	0.1564945226917058	9.546165884194053	4.225352112676056	0.3129890453834116	0.1564945226917058	4.538341158059468	1.8779342723004695	0.1564945226917058	11.11111111111111	1.2519561815336464	0	0.1564945226917058	0	1.0954616588419406	0	0	0.7824726134585289	0	0	0	1.8779342723004695	3.4428794992175273	4.225352112676056	3.2863849765258215	0.1564945226917058	1.7214397496087637	5.164319248826291	4.694835680751174	0	0.3129890453834116	13.302034428794991	8.294209702660407	0	0.9389671361502347	56.578947368421055	43.421052631578945	90.9090909090909	9.090909090909092	1.1379310344827587	86.20689655172414	13.793103448275861	0	0	0
profiling_input/training#76#children#F.conllu	20	312	15.6	4.584269662921348	0.67	0.57	0.78	0.7	3.8461538461538463	8.974358974358974	5.448717948717949	6.410256410256411	3.2051282051282053	13.14102564102564	0	15.384615384615385	1.2820512820512822	9.294871794871796	6.730769230769231	14.423076923076923	0.6410256410256411	0	11.217948717948717	0	0.49812734082397003	8.695652173913043	30.434782608695652	47.82608695652174	13.043478260869565	0	0	100.0	0	34.285714285714285	11.428571428571429	22.857142857142858	31.428571428571427	0	25.0	0	16.666666666666668	25.0	0	33.333333333333336	0	25.0	5.0	70.0	0	0	100.0	0	95.0	0	0	5.0	26.31578947368421	0	47.36842105263158	0	0	26.31578947368421	2.0	70.0	2.6857142857142855	2.9411764705882355	11.764705882352942	32.35294117647059	26.470588235294116	11.764705882352942	14.705882352941176	0	3.05	7.8	6.95	2.534412955465587	24	1.0	10	100.0	0	0	0	25.0	75.0	93.75	6.25	0.32051282051282054	2.2435897435897436	2.5641025641025643	4.8076923076923075	2.2435897435897436	0.32051282051282054	4.166666666666667	0.32051282051282054	8.012820512820513	3.2051282051282053	0.32051282051282054	0.6410256410256411	4.8076923076923075	1.9230769230769231	0	12.5	0.32051282051282054	0.32051282051282054	0	0	2.2435897435897436	0	0	0.6410256410256411	0	0	0.9615384615384616	0.9615384615384616	1.6025641025641026	4.166666666666667	4.8076923076923075	0.32051282051282054	0.9615384615384616	5.448717948717949	6.089743589743589	0	0.32051282051282054	14.423076923076923	6.410256410256411	0	1.6025641025641026	42.42424242424242	57.57575757575758	73.6842105263158	26.31578947368421	1.1875	81.25	18.75	0	0	0
profiling_input/test#86#children#M.conllu	7	149	21.285714285714285	4.62043795620438	0.6	0	0.72	0	4.697986577181208	8.724832214765101	8.724832214765101	6.040268456375839	2.0134228187919465	12.080536912751677	0.6711409395973155	16.107382550335572	0	11.409395973154362	1.342281879194631	8.053691275167786	4.026845637583893	0	16.107382550335572	0	0.5109489051094891	0	0	0	100.0	0	0	100.0	0	41.666666666666664	4.166666666666667	54.166666666666664	0	0	0	0	20.0	40.0	30.0	10.0	0	11.11111111111111	0	88.88888888888889	11.11111111111111	0	66.66666666666667	22.22222222222222	100.0	0	0	0	0	0	22.22222222222222	22.22222222222222	33.333333333333336	22.22222222222222	3.7142857142857144	100.0	2.75	0	8.333333333333334	29.166666666666668	45.833333333333336	12.5	4.166666666666667	0	5.142857142857143	5.730769230769231	7.714285714285714	2.3923076923076922	12	1.0	3	100.0	0	0	0	25.0	75.0	91.66666666666667	8.333333333333334	1.342281879194631	3.3557046979865772	4.026845637583893	8.053691275167786	4.697986577181208	0	4.026845637583893	0	6.040268456375839	2.0134228187919465	0.6711409395973155	0	2.0134228187919465	2.0134228187919465	0	10.738255033557047	1.342281879194631	0	0	0	0.6711409395973155	0	0	0.6711409395973155	0	0	0	2.0134228187919465	7.382550335570469	3.3557046979865772	8.053691275167786	0	0	8.724832214765101	4.697986577181208	0	0	8.724832214765101	4.697986577181208	0	0.6711409395973155	30.434782608695652	69.56521739130434	75.0	25.0	1.2307692307692308	76.92307692307692	23.076923076923077	0	0	0
profiling_input/training#51#children#F.conllu	22	345	15.681818181818182	4.3734177215189876	0.56	0.51	0.7	0.645	6.3768115942028984	9.855072463768115	6.3768115942028984	4.63768115942029	4.63768115942029	17.391304347826086	0	21.159420289855074	0.5797101449275363	6.666666666666667	1.7391304347826086	8.405797101449275	1.1594202898550725	0	11.014492753623188	0	0.509493670886076	0	15.625	53.125	31.25	0	0	100.0	0	68.42105263157895	2.6315789473684212	13.157894736842104	15.789473684210526	0	0	0	15.384615384615385	3.8461538461538463	0	80.76923076923077	0	43.75	18.75	37.5	0	0	93.75	6.25	100.0	0	0	0	0	0	12.5	0	0	87.5	2.272727272727273	90.9090909090909	2.6842105263157894	5.2631578947368425	10.526315789473685	31.57894736842105	26.31578947368421	15.789473684210526	10.526315789473685	0	3.5454545454545454	6.9	7.454545454545454	2.5408163265306123	27	1.0	13	100.0	0	0	0	31.818181818181817	68.18181818181819	91.66666666666667	8.333333333333334	0.2898550724637681	1.1594202898550725	1.1594202898550725	5.797101449275362	4.63768115942029	0.2898550724637681	0.2898550724637681	0.8695652173913043	9.27536231884058	4.63768115942029	1.1594202898550725	0	5.507246376811594	3.4782608695652173	0	15.942028985507246	1.4492753623188406	0	0	0	1.4492753623188406	0	0	0.5797101449275363	0	0	0.5797101449275363	1.7391304347826086	1.7391304347826086	4.63768115942029	6.3768115942028984	0.5797101449275363	0.5797101449275363	4.63768115942029	4.63768115942029	0	0	8.405797101449275	6.3768115942028984	0	1.7391304347826086	50.0	50.0	85.0	15.0	1.25	81.25	12.5	6.25	0	0
profiling_input/training#22#children#M.conllu	6	191	31.833333333333332	4.307262569832402	0.55	0	0.64	0	6.806282722513089	14.659685863874346	4.18848167539267	2.6178010471204187	4.18848167539267	16.75392670157068	0	17.277486910994764	0	8.37696335078534	2.6178010471204187	6.282722513089006	2.6178010471204187	0	13.612565445026178	0	0.4748603351955307	0	20.0	6.666666666666667	73.33333333333333	0	0	85.71428571428571	14.285714285714286	53.84615384615385	0	42.30769230769231	3.8461538461538463	0	0	0	0	7.142857142857143	0	92.85714285714286	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	4.833333333333333	100.0	3.0	0	7.6923076923076925	34.61538461538461	26.923076923076923	15.384615384615385	11.538461538461538	3.8461538461538463	7.166666666666667	6.586206896551724	10.333333333333334	2.3121387283236996	18	1.2	5	80.0	20.0	0	0	28.571428571428573	71.42857142857143	77.77777777777777	22.22222222222222	1.5706806282722514	2.094240837696335	2.094240837696335	4.18848167539267	4.18848167539267	0	0.5235602094240838	0.5235602094240838	10.99476439790576	4.18848167539267	2.094240837696335	0	4.18848167539267	1.5706806282722514	0.5235602094240838	14.136125654450261	2.094240837696335	0.5235602094240838	0	0	1.5706806282722514	1.5706806282722514	0	0	0	0	1.0471204188481675	0.5235602094240838	6.282722513089006	3.6649214659685865	4.18848167539267	0	0	6.806282722513089	6.806282722513089	0.5235602094240838	0	6.282722513089006	3.141361256544503	0	2.094240837696335	24.0	76.0	100.0	0.0	2.0	54.54545454545455	18.181818181818183	9.090909090909092	9.090909090909092	9.090909090909092
profiling_input/training#92#children#F.conllu	18	340	18.88888888888889	4.466216216216216	0.65	0.54	0.75	0.65	5.294117647058823	11.764705882352942	5.882352941176471	5.294117647058823	3.823529411764706	13.823529411764707	0	16.764705882352942	0.8823529411764706	7.9411764705882355	2.6470588235294117	12.941176470588236	1.4705882352941178	0	11.470588235294118	0	0.4831081081081081	0	12.0	36.0	52.0	5.882352941176471	0	94.11764705882354	0	43.58974358974359	0	35.8974358974359	20.512820512820515	0	5.882352941176471	0	23.529411764705884	35.294117647058826	0	35.294117647058826	0	12.5	0	87.5	12.5	0	87.5	0	88.88888888888889	0	11.11111111111111	0	0	0	37.5	25.0	0	37.5	2.5555555555555554	83.33333333333333	2.769230769230769	2.5641025641025643	15.384615384615385	33.333333333333336	15.384615384615385	23.076923076923077	5.128205128205129	5.128205128205129	3.5555555555555554	7.391304347826087	9.61111111111111	2.7050359712230216	39	1.0	12	100.0	0	0	0	42.857142857142854	57.142857142857146	88.23529411764706	11.764705882352942	0.29411764705882354	1.4705882352941178	1.7647058823529411	5.588235294117647	3.823529411764706	0.5882352941176471	2.9411764705882355	0.29411764705882354	9.117647058823529	3.823529411764706	0	0.5882352941176471	5.0	2.0588235294117645	0	11.176470588235293	2.6470588235294117	0	0	0	1.1764705882352942	0	0	0.5882352941176471	0	0	0.29411764705882354	2.0588235294117645	3.823529411764706	4.411764705882353	4.705882352941177	0.29411764705882354	0.8823529411764706	4.117647058823529	5.0	0.5882352941176471	0	12.941176470588236	5.294117647058823	0	2.6470588235294117	42.857142857142854	57.142857142857146	80.0	20.0	1.1111111111111112	88.88888888888889	11.11111111111111	0	0	0
profiling_input/test#13#children#F.conllu	16	409	25.5625	4.732970027247957	0.61	0.485	0.71	0.625	6.601466992665037	10.513447432762836	5.623471882640587	5.8679706601467	2.93398533007335	15.647921760391197	0	16.381418092909534	0.24449877750611246	8.80195599022005	1.7114914425427872	10.268948655256724	2.93398533007335	0	12.469437652811736	0	0.4768392370572207	5.0	37.5	40.0	17.5	0	3.5714285714285716	96.42857142857143	0	54.90196078431372	1.9607843137254901	19.607843137254903	23.529411764705884	0	14.285714285714286	0	7.142857142857143	14.285714285714286	3.5714285714285716	60.714285714285715	0	33.333333333333336	8.333333333333334	58.333333333333336	0	0	91.30434782608695	8.695652173913043	95.83333333333333	0	0	4.166666666666667	21.73913043478261	0	17.391304347826086	13.043478260869565	0	47.82608695652174	3.5625	81.25	2.7450980392156863	2.0	8.0	32.0	34.0	18.0	2.0	4.0	4.25	7.175438596491228	9.375	2.774928774928775	44	1.1666666666666667	12	83.33333333333333	16.666666666666668	0	0	37.142857142857146	62.857142857142854	82.6086956521739	17.391304347826086	0.24449877750611246	2.93398533007335	3.4229828850855744	5.134474327628362	3.667481662591687	0	4.156479217603912	0	9.290953545232274	2.93398533007335	1.466992665036675	0	3.4229828850855744	1.7114914425427872	0	13.447432762836186	1.7114914425427872	0.4889975550122249	0	0.24449877750611246	1.466992665036675	0	0	0.7334963325183375	0	0	0.24449877750611246	1.9559902200488997	3.9119804400977993	4.156479217603912	5.623471882640587	0	0.24449877750611246	6.601466992665037	5.134474327628362	0.24449877750611246	0.24449877750611246	10.268948655256724	3.9119804400977993	0	0.9779951100244498	26.53061224489796	73.46938775510205	83.33333333333333	16.666666666666668	1.4615384615384615	69.23076923076923	15.384615384615385	15.384615384615385	0	0
profiling_input/test#132#children#M.conllu	11	307	27.90909090909091	4.596551724137931	0.55	0.47	0.63	0.585	10.09771986970684	9.446254071661238	9.446254071661238	9.446254071661238	6.188925081433225	12.703583061889251	0	15.309446254071661	0	6.840390879478828	0	5.537459283387622	3.583061889250814	0	11.074918566775244	0.3257328990228013	0.4862068965517241	0	12.5	50.0	37.5	0	0	100.0	0	23.529411764705884	2.9411764705882355	50.0	23.529411764705884	0	0	0	25.0	25.0	37.5	12.5	0	0	0	100.0	0	0	100.0	0	89.65517241379311	0	10.344827586206897	0	0	0	46.15384615384615	7.6923076923076925	38.46153846153846	7.6923076923076925	4.090909090909091	72.72727272727273	2.7941176470588234	0	2.9411764705882355	41.1764705882353	35.294117647058826	17.647058823529413	0	2.9411764705882355	5.7272727272727275	6.822222222222222	8.818181818181818	2.6594982078853047	24	1.0	2	100.0	0	0	0	40.0	60.0	100.0	0.0	0.6514657980456026	1.6286644951140066	3.583061889250814	8.794788273615636	5.537459283387622	0.6514657980456026	5.863192182410423	0	6.840390879478828	6.188925081433225	1.3029315960912051	0.3257328990228013	7.49185667752443	3.583061889250814	0	12.37785016286645	0.3257328990228013	0	0	0	0.6514657980456026	0	0	0.3257328990228013	0	0	0	1.6286644951140066	6.188925081433225	0.6514657980456026	4.234527687296417	0	0	4.88599348534202	5.2117263843648205	0	0	5.537459283387622	3.583061889250814	0	1.9543973941368078	23.529411764705884	76.47058823529412	92.3076923076923	7.6923076923076925	1.5	70.0	20.0	0	10.0	0
