Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_orphan	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
profiling_input/training#107#journalism#F.conllu	35	769	21.97142857142857	4.76103500761035	0.67	0.64	0.74	0.68	4.811443433029909	15.604681404421326	4.031209362808843	2.4707412223667102	3.120936280884265	14.564369310793237	0	22.23667100130039	0.9102730819245773	0	3.5110533159947983	4.291287386215865	14.564369310793237	0.5201560468140443	0	9.362808842652797	0	0.5235920852359208	0	0	35.18518518518518	64.81481481481481	0	2.857142857142857	97.14285714285714	0	48.611111111111114	2.7777777777777777	22.22222222222222	26.38888888888889	2.857142857142857	0	14.285714285714286	0	2.857142857142857	80.0	0	15.789473684210526	10.526315789473685	73.6842105263158	0	0	100.0	0	89.47368421052632	0	0	10.526315789473685	23.529411764705884	0	17.647058823529413	0	0	58.8235294117647	2.142857142857143	71.42857142857143	2.4166666666666665	1.408450704225352	19.718309859154928	40.84507042253521	14.084507042253522	18.309859154929576	5.633802816901408	0	4.714285714285714	10.253333333333334	10.8	2.6237942122186495	30	1.3478260869565217	46	76.08695652173913	15.217391304347826	6.521739130434782	2.1739130434782608	0	3.225806451612903	96.7741935483871	62.96296296296296	37.03703703703704	1.3003901170351104	1.1703511053315996	0.9102730819245773	3.7711313394018204	4.421326397919376	1.1703511053315996	1.4304291287386215	0.5201560468140443	13.914174252275682	3.120936280884265	0.26007802340702213	0	4.9414824447334205	0.5201560468140443	0	14.434330299089726	0.13003901170351106	0	0	0	0.7802340702210663	0.26007802340702213	0.13003901170351106	0.26007802340702213	0	0	1.0403120936280885	0	2.210663198959688	8.712613784135241	3.120936280884265	0.39011703511053314	0.6501950585175552	4.031209362808843	5.331599479843953	0.26007802340702213	0	0.7802340702210663	14.564369310793237	4.551365409622887	0	0.9102730819245773	42.3728813559322	57.6271186440678	91.17647058823529	8.823529411764707	1.36	72.0	20.0	8.0	0	0
profiling_input/training#97#journalism#M.conllu	62	1189	19.177419354838708	4.541121495327102	0.64	0.52	0.77	0.645	4.793944491169049	15.643397813288479	4.7098402018502945	4.457527333894029	2.607232968881413	18.58704793944491	0	19.091673675357445	0.16820857863751051	0	5.3826745164003365	4.121110176619007	10.008410428931876	0.6728343145500421	0	9.75609756097561	0	0.4719626168224299	1.25	2.5	35.0	61.25	5.660377358490566	0	94.33962264150944	0	45.689655172413794	5.172413793103448	25.862068965517242	23.275862068965516	3.7735849056603774	0	24.528301886792452	9.433962264150944	0	62.264150943396224	0	0	6.122448979591836	93.87755102040816	4.3478260869565215	0	93.47826086956522	2.1739130434782608	86.79245283018868	0	7.547169811320755	5.660377358490566	4.3478260869565215	0	26.08695652173913	2.1739130434782608	0	67.3913043478261	2.129032258064516	91.93548387096774	2.6206896551724137	1.7391304347826086	15.652173913043478	32.17391304347826	27.82608695652174	14.782608695652174	5.217391304347826	2.608695652173913	4.0	9.007575757575758	9.048387096774194	2.6547619047619047	35	1.393939393939394	66	74.24242424242425	18.181818181818183	3.0303030303030303	3.0303030303030303	1.5151515151515151	11.320754716981131	88.67924528301887	73.01587301587301	26.984126984126984	0.8410428931875525	1.8502943650126156	1.0933557611438183	4.205214465937763	3.616484440706476	0.08410428931875526	3.1118587047939443	0	14.129520605550884	2.607232968881413	0.5046257359125316	0.16820857863751051	3.1118587047939443	1.3456686291000841	0.08410428931875526	17.157275021026074	1.0092514718250631	0.42052144659377627	0	0	1.934398654331371	0.16820857863751051	0.08410428931875526	0.2523128679562658	0.08410428931875526	0	0.5887300252312868	0	2.1867115222876365	7.485281749369218	4.96215306980656	0.2523128679562658	0.08410428931875526	4.457527333894029	5.550883095037847	0	0	0.08410428931875526	10.008410428931876	5.214465937762826	0	1.2615643397813288	47.5	52.5	76.19047619047619	23.80952380952381	1.1228070175438596	87.71929824561404	12.280701754385966	0	0	0
profiling_input/test#80#journalism#M.conllu	33	654	19.818181818181817	4.560344827586207	0.68	0.6	0.78	0.675	5.81039755351682	15.902140672782874	5.81039755351682	3.058103975535168	3.058103975535168	15.137614678899082	0	19.724770642201836	1.6819571865443426	0	3.669724770642202	4.740061162079511	11.314984709480122	1.529051987767584	0	8.562691131498472	0	0.503448275862069	0	0	58.53658536585366	41.46341463414634	0	0	94.73684210526316	5.2631578947368425	33.92857142857143	1.7857142857142858	25.0	39.285714285714285	0	0	15.789473684210526	0	0	84.21052631578948	5.0	5.0	10.0	80.0	0	0	84.21052631578948	15.789473684210526	95.0	0	0	5.0	5.2631578947368425	0	21.05263157894737	0	0	73.6842105263158	1.9696969696969697	72.72727272727273	2.6607142857142856	1.8518518518518519	14.814814814814815	24.074074074074073	31.48148148148148	22.22222222222222	3.7037037037037037	1.8518518518518519	4.151515151515151	10.061538461538461	9.666666666666666	2.6617915904936016	26	1.1944444444444444	36	80.55555555555556	19.444444444444443	0	0	0	16.0	84.0	92.3076923076923	7.6923076923076925	2.293577981651376	0.3058103975535168	1.3761467889908257	5.504587155963303	4.587155963302752	0.1529051987767584	1.3761467889908257	0.3058103975535168	14.067278287461773	3.058103975535168	0.6116207951070336	0.45871559633027525	3.058103975535168	1.3761467889908257	0	14.525993883792049	0.6116207951070336	0	0	0	1.070336391437309	0	0	0.3058103975535168	0.3058103975535168	0	1.3761467889908257	0.45871559633027525	3.363914373088685	7.6452599388379205	3.669724770642202	0.3058103975535168	0.764525993883792	3.363914373088685	5.657492354740061	0.764525993883792	0	0	11.314984709480122	5.045871559633028	0	0.9174311926605505	40.0	60.0	75.0	25.0	1.2413793103448276	75.86206896551724	24.137931034482758	0	0	0
profiling_input/test#160#journalism#F.conllu	38	660	17.36842105263158	4.491258741258742	0.72	0.62	0.79	0.695	6.0606060606060606	12.878787878787879	4.696969696969697	6.515151515151516	1.6666666666666667	15.303030303030303	0	17.575757575757574	0.6060606060606061	0	3.6363636363636362	8.636363636363637	13.333333333333334	1.0606060606060606	0	8.030303030303031	0	0.5192307692307693	0	3.125	43.75	53.125	0	0	94.44444444444444	5.555555555555555	33.9622641509434	3.7735849056603774	35.84905660377358	26.41509433962264	5.555555555555555	0	16.666666666666668	0	0	77.77777777777777	0	5.0	7.5	87.5	0	0	100.0	0	86.04651162790698	0	6.976744186046512	6.976744186046512	2.7027027027027026	0	27.027027027027028	2.7027027027027026	0	67.56756756756756	1.894736842105263	78.94736842105263	2.660377358490566	0	16.9811320754717	32.075471698113205	26.41509433962264	18.867924528301888	3.7735849056603774	1.8867924528301887	3.6052631578947367	9.166666666666666	8.447368421052632	2.445692883895131	46	1.0909090909090908	33	90.9090909090909	9.090909090909092	0	0	0	12.0	88.0	83.78378378378379	16.216216216216218	1.2121212121212122	0.7575757575757576	1.5151515151515151	4.545454545454546	4.242424242424242	0.15151515151515152	2.878787878787879	0.30303030303030304	11.06060606060606	1.6666666666666667	0.30303030303030304	0.30303030303030304	2.727272727272727	3.3333333333333335	0	14.090909090909092	1.2121212121212122	0	0	0	1.0606060606060606	0.15151515151515152	0.15151515151515152	0.6060606060606061	0	0	2.878787878787879	0.45454545454545453	2.5757575757575757	6.0606060606060606	5.454545454545454	0.15151515151515152	0.45454545454545453	3.3333333333333335	5.606060606060606	0.30303030303030304	0	0.6060606060606061	13.333333333333334	5.757575757575758	0	0.7575757575757576	51.724137931034484	48.275862068965516	85.71428571428571	14.285714285714286	1.2727272727272727	72.72727272727273	27.272727272727273	0	0	0
profiling_input/test#86#journalism#F.conllu	22	519	23.59090909090909	4.615384615384615	0.61	0.525	0.75	0.635	5.973025048169557	15.79961464354528	4.238921001926783	3.8535645472061657	2.8901734104046244	18.689788053949904	0	17.533718689788053	0.5780346820809249	0	3.6608863198458574	7.321772639691715	9.826589595375722	1.348747591522158	0	8.285163776493256	0	0.4807692307692308	0	2.857142857142857	68.57142857142857	28.571428571428573	0	0	90.9090909090909	9.090909090909092	51.16279069767442	0	18.6046511627907	30.232558139534884	0	0	13.636363636363637	0	4.545454545454546	81.81818181818181	0	23.529411764705884	5.882352941176471	70.58823529411765	25.0	0	68.75	6.25	80.0	0	15.0	5.0	0	0	12.5	6.25	0	81.25	2.1818181818181817	90.9090909090909	2.9302325581395348	0	6.976744186046512	30.232558139534884	32.55813953488372	25.58139534883721	2.3255813953488373	2.3255813953488373	4.909090909090909	10.8125	11.363636363636363	2.7511210762331837	35	1.2962962962962963	27	74.07407407407408	22.22222222222222	3.7037037037037037	0	0	13.333333333333334	86.66666666666667	96.55172413793103	3.4482758620689653	0.1926782273603083	1.5414258188824663	1.5414258188824663	3.6608863198458574	4.8169556840077075	0.3853564547206166	2.1194605009633913	0.3853564547206166	14.258188824662813	2.8901734104046244	0.7707129094412332	0.1926782273603083	2.697495183044316	1.348747591522158	0	15.606936416184972	3.0828516377649327	0	0	0	0.5780346820809249	0	0	0.7707129094412332	0	0	2.1194605009633913	0	2.8901734104046244	7.321772639691715	5.202312138728324	0.3853564547206166	0.1926782273603083	2.8901734104046244	6.936416184971098	0	0	0	9.826589595375722	4.238921001926783	0	1.1560693641618498	44.44444444444444	55.55555555555556	68.0	32.0	1.1904761904761905	80.95238095238095	19.047619047619047	0	0	0
profiling_input/training#54#journalism#M.conllu	26	503	19.346153846153847	4.791666666666667	0.67	0.615	0.77	0.685	4.7713717693836974	12.524850894632207	7.355864811133201	5.964214711729622	1.9880715705765408	13.518886679920477	0	15.308151093439363	0.5964214711729622	0	5.168986083499006	6.361829025844931	14.115308151093439	1.3916500994035785	0	10.934393638170974	0	0.5208333333333334	5.128205128205129	5.128205128205129	43.58974358974359	46.15384615384615	0	0	95.45454545454545	4.545454545454546	40.0	5.454545454545454	23.636363636363637	30.90909090909091	0	0	22.727272727272727	18.181818181818183	0	59.09090909090909	0	10.344827586206897	13.793103448275861	75.86206896551724	4.0	0	92.0	4.0	83.33333333333333	0	3.3333333333333335	13.333333333333334	0	0	24.0	4.0	4.0	68.0	2.3076923076923075	100.0	2.672727272727273	0	18.181818181818183	27.272727272727273	32.72727272727273	14.545454545454545	5.454545454545454	1.8181818181818181	3.923076923076923	8.383333333333333	8.807692307692308	2.5172413793103448	31	1.45	20	65.0	25.0	10.0	0	0	30.76923076923077	69.23076923076923	82.3529411764706	17.647058823529413	0.9940357852882704	1.3916500994035785	2.1868787276341948	6.958250497017892	3.9761431411530817	0.5964214711729622	4.572564612326044	0.3976143141153082	11.133200795228628	1.9880715705765408	0.7952286282306164	0.1988071570576541	2.1868787276341948	0.9940357852882704	0	12.326043737574553	1.1928429423459244	0	0	0	0.9940357852882704	0	0	0.1988071570576541	0	0	0.3976143141153082	0.5964214711729622	2.584493041749503	6.163021868787276	6.163021868787276	0.5964214711729622	0.5964214711729622	4.572564612326044	5.168986083499006	0	0	0.3976143141153082	14.115308151093439	5.168986083499006	0	0.3976143141153082	46.42857142857143	53.57142857142857	76.66666666666667	23.333333333333332	1.3636363636363635	72.72727272727273	18.181818181818183	9.090909090909092	0	0
profiling_input/training#104#journalism#F.conllu	19	455	23.94736842105263	4.407317073170732	0.64	0.515	0.74	0.61	4.175824175824176	15.824175824175825	5.274725274725275	3.076923076923077	3.5164835164835164	15.164835164835164	0	19.34065934065934	4.835164835164835	0	4.175824175824176	2.4175824175824174	9.89010989010989	0.43956043956043955	1.098901098901099	10.76923076923077	0	0.4658536585365854	0	0	32.25806451612903	67.74193548387096	0	0	100.0	0	42.857142857142854	12.244897959183673	24.489795918367346	20.408163265306122	0	0	38.095238095238095	0	0	61.904761904761905	0	0	14.285714285714286	85.71428571428571	0	0	100.0	0	85.71428571428571	0	0	14.285714285714286	8.333333333333334	0	16.666666666666668	0	0	75.0	2.8421052631578947	89.47368421052632	2.6530612244897958	0	22.448979591836736	26.53061224489796	28.571428571428573	12.244897959183673	6.122448979591836	4.081632653061225	4.947368421052632	8.425925925925926	11.052631578947368	2.5907928388746804	23	1.2608695652173914	23	86.95652173913044	4.3478260869565215	4.3478260869565215	4.3478260869565215	0	0.0	100.0	86.95652173913044	13.043478260869565	0.8791208791208791	1.7582417582417582	2.197802197802198	4.615384615384615	3.076923076923077	0.21978021978021978	1.3186813186813187	0.6593406593406593	14.285714285714286	3.5164835164835164	0.43956043956043955	0	3.2967032967032965	1.098901098901099	0	15.164835164835164	0	0	0	0	0.21978021978021978	0.43956043956043955	0.21978021978021978	0.6593406593406593	0	0	0.6593406593406593	0	1.978021978021978	7.252747252747253	4.395604395604396	0.6593406593406593	4.615384615384615	3.7362637362637363	6.593406593406593	0.43956043956043955	0	0	9.89010989010989	4.175824175824176	0	1.5384615384615385	36.95652173913044	63.04347826086956	58.62068965517241	41.37931034482759	1.2083333333333333	79.16666666666667	20.833333333333332	0	0	0
profiling_input/test#15#journalism#F.conllu	54	1164	21.555555555555557	4.5719806763285025	0.68	0.58	0.78	0.66	5.240549828178694	14.003436426116838	4.810996563573883	3.0927835051546393	3.2646048109965635	16.666666666666668	0	22.164948453608247	1.6323024054982818	0	4.896907216494846	3.178694158075601	11.082474226804123	0.42955326460481097	0	9.536082474226804	0	0.5053140096618357	0	4.395604395604396	45.05494505494506	50.54945054945055	0	0	94.91525423728814	5.084745762711864	53.153153153153156	0.9009009009009009	17.117117117117118	28.82882882882883	1.694915254237288	0	33.898305084745765	0	1.694915254237288	62.71186440677966	0	8.333333333333334	11.11111111111111	80.55555555555556	2.7777777777777777	0	94.44444444444444	2.7777777777777777	100.0	0	0	0	2.7777777777777777	0	27.77777777777778	0	0	69.44444444444444	2.259259259259259	83.33333333333333	2.684684684684685	0.9174311926605505	11.926605504587156	34.862385321100916	27.522935779816514	15.596330275229358	8.256880733944953	0.9174311926605505	4.518518518518518	9.540983606557377	9.555555555555555	2.619775739041794	31	1.2253521126760563	71	81.69014084507042	15.492957746478874	1.408450704225352	1.408450704225352	0	14.814814814814815	85.18518518518519	81.33333333333333	18.666666666666668	0.8591065292096219	1.9759450171821307	0.7731958762886598	4.639175257731959	4.553264604810996	0.5154639175257731	1.6323024054982818	0.42955326460481097	13.058419243986254	3.2646048109965635	0.25773195876288657	0.25773195876288657	5.240549828178694	1.0309278350515463	0.1718213058419244	16.323024054982817	0.25773195876288657	0	0	0	1.1168384879725086	0.0859106529209622	0.1718213058419244	0.25773195876288657	0.1718213058419244	0	0.25773195876288657	0.42955326460481097	1.288659793814433	8.24742268041237	5.756013745704467	0.5154639175257731	1.0309278350515463	4.209621993127148	4.639175257731959	0.0859106529209622	0	0.0859106529209622	11.082474226804123	4.639175257731959	0	0.6872852233676976	46.391752577319586	53.608247422680414	84.61538461538461	15.384615384615385	1.1063829787234043	89.36170212765957	10.638297872340425	0	0	0
profiling_input/training#141#journalism#F.conllu	56	920	16.428571428571427	4.306918238993711	0.65	0.5	0.78	0.6	5.326086956521739	12.282608695652174	5.326086956521739	4.782608695652174	2.717391304347826	15.217391304347826	0.10869565217391304	15.869565217391305	0.43478260869565216	0.10869565217391304	5.760869565217392	8.26086956521739	13.58695652173913	1.5217391304347827	0	8.695652173913043	0	0.5031446540880503	0	7.6923076923076925	40.0	52.30769230769231	0	0	93.61702127659575	6.382978723404255	58.75	5.0	13.75	22.5	8.51063829787234	0	14.893617021276595	10.638297872340425	0	65.95744680851064	0	21.428571428571427	2.380952380952381	76.19047619047619	7.317073170731708	0	87.8048780487805	4.878048780487805	93.18181818181819	0	4.545454545454546	2.272727272727273	0	0	17.073170731707318	24.390243902439025	0	58.53658536585366	1.7142857142857142	76.78571428571429	2.625	0	16.25	26.25	42.5	11.25	1.25	2.5	3.5	9.583333333333334	6.857142857142857	2.3775372124492558	21	1.297872340425532	47	72.34042553191489	25.53191489361702	2.127659574468085	0	0	25.0	75.0	76.0	24.0	0.32608695652173914	1.4130434782608696	0.9782608695652174	4.891304347826087	4.673913043478261	0.43478260869565216	2.5	0	12.065217391304348	2.717391304347826	0.8695652173913043	0.21739130434782608	2.9347826086956523	2.282608695652174	0.21739130434782608	14.23913043478261	0.8695652173913043	0.10869565217391304	0	0	1.3043478260869565	0.21739130434782608	0	0.10869565217391304	0.21739130434782608	0	2.1739130434782608	0.8695652173913043	1.9565217391304348	7.5	5.217391304347826	0	0.21739130434782608	3.9130434782608696	3.9130434782608696	0.21739130434782608	0	0.21739130434782608	13.58695652173913	6.086956521739131	0	0.5434782608695652	51.80722891566265	48.19277108433735	92.5	7.5	1.2352941176470589	85.29411764705883	8.823529411764707	2.9411764705882355	2.9411764705882355	0
profiling_input/training#33#journalism#M.conllu	48	735	15.3125	4.645	0.72	0.595	0.81	0.71	4.625850340136054	12.380952380952381	3.8095238095238093	3.8095238095238093	1.4965986394557824	14.829931972789115	0.1360544217687075	16.87074829931973	1.6326530612244898	0	3.129251700680272	10.748299319727892	18.367346938775512	0.54421768707483	0	7.482993197278912	0.1360544217687075	0.5333333333333333	2.1739130434782608	6.521739130434782	41.30434782608695	50.0	0	0	96.55172413793103	3.4482758620689653	52.72727272727273	0	16.363636363636363	30.90909090909091	24.137931034482758	0	3.4482758620689653	10.344827586206897	0	62.06896551724138	0	11.538461538461538	11.538461538461538	76.92307692307692	0	0	95.65217391304348	4.3478260869565215	82.14285714285714	0	7.142857142857143	10.714285714285714	8.695652173913043	0	21.73913043478261	4.3478260869565215	0	65.21739130434783	1.3958333333333333	72.91666666666667	2.381818181818182	3.6363636363636362	27.272727272727273	27.272727272727273	21.818181818181817	10.909090909090908	7.2727272727272725	1.8181818181818181	3.3958333333333335	10.970149253731343	7.333333333333333	2.454710144927536	18	1.1627906976744187	43	86.04651162790698	11.627906976744185	2.3255813953488373	0	0	15.151515151515152	84.84848484848484	86.95652173913044	13.043478260869565	1.08843537414966	0.1360544217687075	0.6802721088435374	3.673469387755102	3.673469387755102	1.6326530612244898	1.9047619047619047	0.1360544217687075	11.564625850340136	1.4965986394557824	0.54421768707483	0	3.401360544217687	1.6326530612244898	0	14.013605442176871	0.40816326530612246	0.40816326530612246	0.1360544217687075	0	0.40816326530612246	0.272108843537415	0.1360544217687075	0	0.1360544217687075	0	3.5374149659863945	0.1360544217687075	1.3605442176870748	9.115646258503402	3.129251700680272	0	1.08843537414966	4.35374149659864	4.081632653061225	0.272108843537415	0	0.40816326530612246	18.367346938775512	6.530612244897959	0	0.1360544217687075	66.0377358490566	33.9622641509434	88.88888888888889	11.11111111111111	1.0588235294117647	94.11764705882354	5.882352941176471	0	0	0
